run_id,date,report_id,status,duration_minutes,sla_met,rows_processed,failure_reason
RUN-RPT017-058,2026-05-18,RPT017,Succeeded,90.6,No,375852,none
RUN-RPT017-059,2026-05-19,RPT017,Warning,53.1,Yes,867722,none
RUN-RPT018-000,2026-03-21,RPT018,Succeeded,59.4,Yes,128793,none
RUN-RPT018-001,2026-03-22,RPT018,Succeeded,95.0,No,448893,none
RUN-RPT018-002,2026-03-23,RPT018,Warning,57.5,Yes,41111,none
RUN-RPT018-003,2026-03-24,RPT018,Succeeded,91.6,No,186572,none
RUN-RPT018-004,2026-03-25,RPT018,Warning,84.6,No,487780,none
RUN-RPT018-005,2026-03-26,RPT018,Succeeded,75.5,No,548286,none
RUN-RPT018-006,2026-03-27,RPT018,Failed,69.4,No,777260,none
RUN-RPT018-007,2026-03-28,RPT018,Succeeded,53.6,Yes,433801,none
RUN-RPT018-008,2026-03-29,RPT018,Succeeded,12.5,Yes,670103,none
RUN-RPT018-009,2026-03-30,RPT018,Succeeded,56.7,Yes,631194,none
RUN-RPT018-010,2026-03-31,RPT018,Succeeded,71.0,Yes,906390,none
RUN-RPT018-011,2026-04-01,RPT018,Succeeded,8.4,Yes,18511,none
RUN-RPT018-012,2026-04-02,RPT018,Succeeded,14.9,Yes,799280,none
RUN-RPT018-013,2026-04-03,RPT018,Succeeded,44.3,Yes,537502,none
RUN-RPT018-014,2026-04-04,RPT018,Warning,83.8,No,427723,none
RUN-RPT018-015,2026-04-05,RPT018,Succeeded,82.0,No,239335,none
RUN-RPT018-016,2026-04-06,RPT018,Failed,93.3,No,671914,credential expiry
RUN-RPT018-017,2026-04-07,RPT018,Warning,34.4,Yes,322822,none
RUN-RPT018-018,2026-04-08,RPT018,Succeeded,42.6,Yes,59381,none
RUN-RPT018-019,2026-04-09,RPT018,Succeeded,20.5,Yes,217261,none
RUN-RPT018-020,2026-04-10,RPT018,Succeeded,19.3,Yes,906164,none
RUN-RPT018-021,2026-04-11,RPT018,Succeeded,49.0,Yes,302390,none
RUN-RPT018-022,2026-04-12,RPT018,Warning,93.2,No,422276,none
RUN-RPT018-023,2026-04-13,RPT018,Warning,87.8,No,121533,none
RUN-RPT018-024,2026-04-14,RPT018,Succeeded,66.2,Yes,872320,none
RUN-RPT018-025,2026-04-15,RPT018,Warning,75.8,No,281502,none
RUN-RPT018-026,2026-04-16,RPT018,Succeeded,42.5,Yes,739241,none
RUN-RPT018-027,2026-04-17,RPT018,Succeeded,51.8,Yes,345461,none
RUN-RPT018-028,2026-04-18,RPT018,Succeeded,11.1,Yes,404917,none
RUN-RPT018-029,2026-04-19,RPT018,Succeeded,79.0,No,899222,none
RUN-RPT018-030,2026-04-20,RPT018,Succeeded,63.6,Yes,610024,none
RUN-RPT018-031,2026-04-21,RPT018,Succeeded,52.4,Yes,33914,none
RUN-RPT018-032,2026-04-22,RPT018,Warning,41.3,Yes,661012,none
RUN-RPT018-033,2026-04-23,RPT018,Warning,40.2,Yes,867593,none
RUN-RPT018-034,2026-04-24,RPT018,Succeeded,47.9,Yes,163601,none
RUN-RPT018-035,2026-04-25,RPT018,Succeeded,54.9,Yes,863362,none
RUN-RPT018-036,2026-04-26,RPT018,Succeeded,37.6,Yes,146729,none
RUN-RPT018-037,2026-04-27,RPT018,Succeeded,61.3,Yes,373692,none
RUN-RPT018-038,2026-04-28,RPT018,Succeeded,48.9,Yes,186819,none
RUN-RPT018-039,2026-04-29,RPT018,Succeeded,76.2,No,556886,none
RUN-RPT018-040,2026-04-30,RPT018,Failed,82.9,No,539282,source delay
RUN-RPT018-041,2026-05-01,RPT018,Succeeded,10.3,Yes,609426,none
RUN-RPT018-042,2026-05-02,RPT018,Succeeded,83.5,No,158005,none
RUN-RPT018-043,2026-05-03,RPT018,Succeeded,65.5,Yes,298448,none
RUN-RPT018-044,2026-05-04,RPT018,Succeeded,75.6,No,309056,none
RUN-RPT018-045,2026-05-05,RPT018,Failed,84.6,No,691750,credential expiry
RUN-RPT018-046,2026-05-06,RPT018,Succeeded,62.1,Yes,797075,none
RUN-RPT018-047,2026-05-07,RPT018,Succeeded,90.6,No,885154,none
RUN-RPT018-048,2026-05-08,RPT018,Warning,80.9,No,509425,none
RUN-RPT018-049,2026-05-09,RPT018,Warning,63.4,Yes,460529,none
RUN-RPT018-050,2026-05-10,RPT018,Succeeded,91.5,No,511558,none
RUN-RPT018-051,2026-05-11,RPT018,Succeeded,63.2,Yes,765037,none
RUN-RPT018-052,2026-05-12,RPT018,Succeeded,14.9,Yes,327618,none
RUN-RPT018-053,2026-05-13,RPT018,Failed,28.1,No,280482,gateway timeout
RUN-RPT018-054,2026-05-14,RPT018,Succeeded,81.6,No,431433,none
RUN-RPT018-055,2026-05-15,RPT018,Failed,15.4,No,590792,schema drift
RUN-RPT018-056,2026-05-16,RPT018,Succeeded,49.4,Yes,693650,none
RUN-RPT018-057,2026-05-17,RPT018,Succeeded,83.4,No,167387,none
RUN-RPT018-058,2026-05-18,RPT018,Failed,26.4,No,254953,capacity queue
RUN-RPT018-059,2026-05-19,RPT018,Failed,30.9,No,395574,schema drift
RUN-RPT019-000,2026-03-21,RPT019,Warning,75.0,No,496347,none
RUN-RPT019-001,2026-03-22,RPT019,Succeeded,46.8,Yes,68228,none
RUN-RPT019-002,2026-03-23,RPT019,Succeeded,17.3,Yes,213770,none
RUN-RPT019-003,2026-03-24,RPT019,Failed,89.4,No,313671,capacity queue
RUN-RPT019-004,2026-03-25,RPT019,Succeeded,94.6,No,763511,none
RUN-RPT019-005,2026-03-26,RPT019,Warning,54.2,Yes,764066,none
RUN-RPT019-006,2026-03-27,RPT019,Succeeded,50.6,Yes,202912,none
RUN-RPT019-007,2026-03-28,RPT019,Succeeded,9.4,Yes,502569,none
RUN-RPT019-008,2026-03-29,RPT019,Succeeded,67.9,Yes,404406,none
RUN-RPT019-009,2026-03-30,RPT019,Succeeded,76.9,No,486791,none
RUN-RPT019-010,2026-03-31,RPT019,Warning,12.9,Yes,622219,none
RUN-RPT019-011,2026-04-01,RPT019,Succeeded,70.8,Yes,733621,none
RUN-RPT019-012,2026-04-02,RPT019,Succeeded,53.8,Yes,155156,none
RUN-RPT019-013,2026-04-03,RPT019,Succeeded,12.7,Yes,343568,none
RUN-RPT019-014,2026-04-04,RPT019,Warning,82.1,No,638812,none
RUN-RPT019-015,2026-04-05,RPT019,Warning,43.8,Yes,694168,none
RUN-RPT019-016,2026-04-06,RPT019,Succeeded,65.8,Yes,563068,none
RUN-RPT019-017,2026-04-07,RPT019,Warning,57.5,Yes,243705,none
RUN-RPT019-018,2026-04-08,RPT019,Succeeded,72.9,No,933520,none
RUN-RPT019-019,2026-04-09,RPT019,Succeeded,58.0,Yes,836170,none
RUN-RPT019-020,2026-04-10,RPT019,Succeeded,93.1,No,756473,none
RUN-RPT019-021,2026-04-11,RPT019,Succeeded,18.0,Yes,802673,none
RUN-RPT019-022,2026-04-12,RPT019,Succeeded,28.0,Yes,678985,none
RUN-RPT019-023,2026-04-13,RPT019,Failed,61.8,No,501001,gateway timeout
RUN-RPT019-024,2026-04-14,RPT019,Succeeded,57.7,Yes,438508,none
RUN-RPT019-025,2026-04-15,RPT019,Warning,52.0,Yes,944250,none
RUN-RPT019-026,2026-04-16,RPT019,Warning,33.4,Yes,729947,none
RUN-RPT019-027,2026-04-17,RPT019,Warning,15.5,Yes,598864,none
RUN-RPT019-028,2026-04-18,RPT019,Succeeded,21.4,Yes,39312,none
RUN-RPT019-029,2026-04-19,RPT019,Failed,70.5,No,147315,source delay
RUN-RPT019-030,2026-04-20,RPT019,Succeeded,16.5,Yes,204547,none
RUN-RPT019-031,2026-04-21,RPT019,Warning,43.5,Yes,643109,none
RUN-RPT019-032,2026-04-22,RPT019,Failed,23.9,No,107974,credential expiry
RUN-RPT019-033,2026-04-23,RPT019,Succeeded,59.0,Yes,283665,none
RUN-RPT019-034,2026-04-24,RPT019,Succeeded,74.7,No,610510,none
RUN-RPT019-035,2026-04-25,RPT019,Succeeded,46.7,Yes,714044,none
RUN-RPT019-036,2026-04-26,RPT019,Succeeded,8.1,Yes,679821,none
RUN-RPT019-037,2026-04-27,RPT019,Warning,52.8,Yes,210301,none
RUN-RPT019-038,2026-04-28,RPT019,Warning,65.3,Yes,917476,none
RUN-RPT019-039,2026-04-29,RPT019,Warning,63.8,Yes,462112,none
RUN-RPT019-040,2026-04-30,RPT019,Succeeded,65.4,Yes,873755,none
RUN-RPT019-041,2026-05-01,RPT019,Succeeded,82.3,No,138551,none
RUN-RPT019-042,2026-05-02,RPT019,Succeeded,59.0,Yes,797031,none
RUN-RPT019-043,2026-05-03,RPT019,Succeeded,23.7,Yes,924646,none
RUN-RPT019-044,2026-05-04,RPT019,Succeeded,25.9,Yes,361457,none
RUN-RPT019-045,2026-05-05,RPT019,Succeeded,45.6,Yes,726326,none
RUN-RPT019-046,2026-05-06,RPT019,Warning,50.1,Yes,241006,none
RUN-RPT019-047,2026-05-07,RPT019,Succeeded,70.8,Yes,424850,none
RUN-RPT019-048,2026-05-08,RPT019,Warning,74.9,No,356344,none
RUN-RPT019-049,2026-05-09,RPT019,Failed,65.9,No,27515,credential expiry
RUN-RPT019-050,2026-05-10,RPT019,Succeeded,59.4,Yes,287233,none
RUN-RPT019-051,2026-05-11,RPT019,Failed,87.4,No,96656,none
RUN-RPT019-052,2026-05-12,RPT019,Succeeded,62.6,Yes,844789,none
RUN-RPT019-053,2026-05-13,RPT019,Succeeded,89.8,No,522752,none
RUN-RPT019-054,2026-05-14,RPT019,Warning,94.7,No,948495,none
RUN-RPT019-055,2026-05-15,RPT019,Warning,43.9,Yes,890965,none
RUN-RPT019-056,2026-05-16,RPT019,Succeeded,49.3,Yes,499782,none
RUN-RPT019-057,2026-05-17,RPT019,Failed,89.4,No,321909,gateway timeout
RUN-RPT019-058,2026-05-18,RPT019,Succeeded,44.8,Yes,838651,none
RUN-RPT019-059,2026-05-19,RPT019,Succeeded,12.4,Yes,383182,none
RUN-RPT020-000,2026-03-21,RPT020,Succeeded,41.7,Yes,767866,none
RUN-RPT020-001,2026-03-22,RPT020,Warning,39.5,Yes,780993,none
RUN-RPT020-002,2026-03-23,RPT020,Succeeded,41.0,Yes,353728,none
RUN-RPT020-003,2026-03-24,RPT020,Succeeded,49.3,Yes,800361,none
RUN-RPT020-004,2026-03-25,RPT020,Failed,51.4,No,565977,none
RUN-RPT020-005,2026-03-26,RPT020,Warning,59.8,Yes,899996,none
RUN-RPT020-006,2026-03-27,RPT020,Warning,90.4,No,803555,none
RUN-RPT020-007,2026-03-28,RPT020,Succeeded,89.7,No,730889,none
RUN-RPT020-008,2026-03-29,RPT020,Succeeded,30.6,Yes,706139,none
RUN-RPT020-009,2026-03-30,RPT020,Succeeded,89.1,No,826384,none
RUN-RPT020-010,2026-03-31,RPT020,Warning,23.3,Yes,367957,none
RUN-RPT020-011,2026-04-01,RPT020,Succeeded,33.9,Yes,626272,none
RUN-RPT020-012,2026-04-02,RPT020,Succeeded,11.3,Yes,84724,none
RUN-RPT020-013,2026-04-03,RPT020,Warning,80.8,No,949842,none
RUN-RPT020-014,2026-04-04,RPT020,Succeeded,26.9,Yes,82659,none
RUN-RPT020-015,2026-04-05,RPT020,Succeeded,25.5,Yes,763544,none
RUN-RPT020-016,2026-04-06,RPT020,Succeeded,77.0,No,394127,none
RUN-RPT020-017,2026-04-07,RPT020,Succeeded,41.8,Yes,484965,none
RUN-RPT020-018,2026-04-08,RPT020,Succeeded,83.7,No,931409,none
RUN-RPT020-019,2026-04-09,RPT020,Succeeded,87.1,No,112797,none
RUN-RPT020-020,2026-04-10,RPT020,Succeeded,64.9,Yes,934083,none
RUN-RPT020-021,2026-04-11,RPT020,Succeeded,71.5,Yes,651709,none
RUN-RPT020-022,2026-04-12,RPT020,Warning,89.0,No,677143,none
RUN-RPT020-023,2026-04-13,RPT020,Succeeded,74.6,No,626955,none
RUN-RPT020-024,2026-04-14,RPT020,Warning,42.2,Yes,509586,none
RUN-RPT020-025,2026-04-15,RPT020,Succeeded,37.1,Yes,559934,none
RUN-RPT020-026,2026-04-16,RPT020,Succeeded,70.1,Yes,515238,none
RUN-RPT020-027,2026-04-17,RPT020,Failed,23.8,No,634369,capacity queue
RUN-RPT020-028,2026-04-18,RPT020,Succeeded,74.6,No,359477,none
RUN-RPT020-029,2026-04-19,RPT020,Warning,55.8,Yes,27925,none
RUN-RPT020-030,2026-04-20,RPT020,Failed,19.1,No,277299,gateway timeout
RUN-RPT020-031,2026-04-21,RPT020,Succeeded,79.8,No,152942,none
RUN-RPT020-032,2026-04-22,RPT020,Warning,57.8,Yes,872978,none
RUN-RPT020-033,2026-04-23,RPT020,Succeeded,9.7,Yes,279843,none
RUN-RPT020-034,2026-04-24,RPT020,Succeeded,55.4,Yes,97421,none
RUN-RPT020-035,2026-04-25,RPT020,Succeeded,49.9,Yes,795885,none
RUN-RPT020-036,2026-04-26,RPT020,Succeeded,13.9,Yes,199174,none
RUN-RPT020-037,2026-04-27,RPT020,Succeeded,64.2,Yes,775526,none
RUN-RPT020-038,2026-04-28,RPT020,Succeeded,77.3,No,513893,none
RUN-RPT020-039,2026-04-29,RPT020,Succeeded,93.9,No,370317,none
RUN-RPT020-040,2026-04-30,RPT020,Succeeded,21.6,Yes,744370,none
RUN-RPT020-041,2026-05-01,RPT020,Succeeded,84.8,No,601398,none
RUN-RPT020-042,2026-05-02,RPT020,Warning,10.2,Yes,222429,none
RUN-RPT020-043,2026-05-03,RPT020,Failed,66.0,No,823074,gateway timeout
RUN-RPT020-044,2026-05-04,RPT020,Succeeded,83.7,No,655904,none
RUN-RPT020-045,2026-05-05,RPT020,Succeeded,77.4,No,168700,none
RUN-RPT020-046,2026-05-06,RPT020,Warning,46.2,Yes,126915,none
RUN-RPT020-047,2026-05-07,RPT020,Succeeded,85.8,No,859828,none
RUN-RPT020-048,2026-05-08,RPT020,Succeeded,64.5,Yes,525955,none
RUN-RPT020-049,2026-05-09,RPT020,Succeeded,43.7,Yes,909806,none
RUN-RPT020-050,2026-05-10,RPT020,Succeeded,31.1,Yes,726720,none
RUN-RPT020-051,2026-05-11,RPT020,Succeeded,10.9,Yes,563176,none
RUN-RPT020-052,2026-05-12,RPT020,Succeeded,74.0,No,595375,none
RUN-RPT020-053,2026-05-13,RPT020,Succeeded,71.2,Yes,569902,none
RUN-RPT020-054,2026-05-14,RPT020,Warning,89.3,No,349446,none
RUN-RPT020-055,2026-05-15,RPT020,Succeeded,35.0,Yes,804607,none
RUN-RPT020-056,2026-05-16,RPT020,Failed,67.0,No,587310,source delay
RUN-RPT020-057,2026-05-17,RPT020,Succeeded,35.8,Yes,132160,none
RUN-RPT020-058,2026-05-18,RPT020,Failed,86.7,No,601069,none
RUN-RPT020-059,2026-05-19,RPT020,Warning,50.3,Yes,860756,none
RUN-RPT021-000,2026-03-21,RPT021,Warning,30.1,Yes,101235,none
RUN-RPT021-001,2026-03-22,RPT021,Warning,46.8,Yes,413237,none
RUN-RPT021-002,2026-03-23,RPT021,Succeeded,41.4,Yes,425541,none
RUN-RPT021-003,2026-03-24,RPT021,Succeeded,29.1,Yes,263335,none
RUN-RPT021-004,2026-03-25,RPT021,Succeeded,46.6,Yes,797881,none
RUN-RPT021-005,2026-03-26,RPT021,Succeeded,92.7,No,520804,none
RUN-RPT021-006,2026-03-27,RPT021,Succeeded,82.9,No,849744,none
RUN-RPT021-007,2026-03-28,RPT021,Succeeded,68.2,Yes,544383,none
RUN-RPT021-008,2026-03-29,RPT021,Succeeded,88.5,No,18543,none
RUN-RPT021-009,2026-03-30,RPT021,Succeeded,50.2,Yes,594103,none
RUN-RPT021-010,2026-03-31,RPT021,Succeeded,51.4,Yes,346437,none
RUN-RPT021-011,2026-04-01,RPT021,Succeeded,91.8,No,647445,none
RUN-RPT021-012,2026-04-02,RPT021,Succeeded,35.8,Yes,282763,none
RUN-RPT021-013,2026-04-03,RPT021,Succeeded,73.4,No,672640,none
RUN-RPT021-014,2026-04-04,RPT021,Warning,87.1,No,189804,none
RUN-RPT021-015,2026-04-05,RPT021,Warning,31.5,Yes,490799,none
RUN-RPT021-016,2026-04-06,RPT021,Warning,92.4,No,34855,none
RUN-RPT021-017,2026-04-07,RPT021,Succeeded,73.3,No,626803,none
RUN-RPT021-018,2026-04-08,RPT021,Warning,56.4,Yes,805874,none
RUN-RPT021-019,2026-04-09,RPT021,Succeeded,93.0,No,425756,none
RUN-RPT021-020,2026-04-10,RPT021,Warning,25.8,Yes,694902,none
RUN-RPT021-021,2026-04-11,RPT021,Warning,38.5,Yes,863402,none
RUN-RPT021-022,2026-04-12,RPT021,Succeeded,73.0,No,704376,none
RUN-RPT021-023,2026-04-13,RPT021,Succeeded,47.4,Yes,136731,none
RUN-RPT021-024,2026-04-14,RPT021,Succeeded,61.3,Yes,293192,none
RUN-RPT021-025,2026-04-15,RPT021,Warning,77.0,No,85654,none
RUN-RPT021-026,2026-04-16,RPT021,Succeeded,29.2,Yes,207887,none
RUN-RPT021-027,2026-04-17,RPT021,Warning,29.8,Yes,524852,none
RUN-RPT021-028,2026-04-18,RPT021,Succeeded,46.2,Yes,101213,none
RUN-RPT021-029,2026-04-19,RPT021,Warning,52.2,Yes,483961,none
RUN-RPT021-030,2026-04-20,RPT021,Succeeded,86.5,No,841603,none
RUN-RPT021-031,2026-04-21,RPT021,Warning,62.0,Yes,366242,none
RUN-RPT021-032,2026-04-22,RPT021,Succeeded,59.6,Yes,150993,none
RUN-RPT021-033,2026-04-23,RPT021,Succeeded,78.8,No,688302,none
RUN-RPT021-034,2026-04-24,RPT021,Succeeded,87.9,No,635815,none
RUN-RPT021-035,2026-04-25,RPT021,Failed,32.9,No,793357,source delay
RUN-RPT021-036,2026-04-26,RPT021,Succeeded,41.0,Yes,316196,none
RUN-RPT021-037,2026-04-27,RPT021,Failed,71.5,No,88419,capacity queue
RUN-RPT021-038,2026-04-28,RPT021,Succeeded,34.4,Yes,322558,none
RUN-RPT021-039,2026-04-29,RPT021,Warning,82.8,No,126159,none
RUN-RPT021-040,2026-04-30,RPT021,Succeeded,24.4,Yes,276959,none
RUN-RPT021-041,2026-05-01,RPT021,Warning,87.2,No,370567,none
RUN-RPT021-042,2026-05-02,RPT021,Succeeded,40.4,Yes,937372,none
RUN-RPT021-043,2026-05-03,RPT021,Warning,61.3,Yes,347010,none
RUN-RPT021-044,2026-05-04,RPT021,Succeeded,79.4,No,616025,none
RUN-RPT021-045,2026-05-05,RPT021,Succeeded,78.5,No,783708,none
RUN-RPT021-046,2026-05-06,RPT021,Succeeded,59.7,Yes,568866,none
RUN-RPT021-047,2026-05-07,RPT021,Succeeded,50.5,Yes,681637,none
RUN-RPT021-048,2026-05-08,RPT021,Succeeded,64.7,Yes,834072,none
RUN-RPT021-049,2026-05-09,RPT021,Succeeded,49.4,Yes,505660,none
RUN-RPT021-050,2026-05-10,RPT021,Succeeded,45.0,Yes,634551,none
RUN-RPT021-051,2026-05-11,RPT021,Succeeded,47.6,Yes,927785,none
RUN-RPT021-052,2026-05-12,RPT021,Succeeded,41.5,Yes,614869,none
RUN-RPT021-053,2026-05-13,RPT021,Warning,57.5,Yes,545690,none
RUN-RPT021-054,2026-05-14,RPT021,Succeeded,88.9,No,847385,none
RUN-RPT021-055,2026-05-15,RPT021,Succeeded,12.8,Yes,308918,none
RUN-RPT021-056,2026-05-16,RPT021,Warning,65.6,Yes,756466,none
RUN-RPT021-057,2026-05-17,RPT021,Succeeded,42.8,Yes,737604,none
RUN-RPT021-058,2026-05-18,RPT021,Succeeded,88.8,No,763191,none
RUN-RPT021-059,2026-05-19,RPT021,Warning,90.6,No,390970,none
RUN-RPT022-000,2026-03-21,RPT022,Succeeded,53.0,Yes,321719,none
RUN-RPT022-001,2026-03-22,RPT022,Succeeded,9.4,Yes,721291,none
RUN-RPT022-002,2026-03-23,RPT022,Failed,38.6,No,542157,source delay
RUN-RPT022-003,2026-03-24,RPT022,Failed,46.5,No,231172,capacity queue
RUN-RPT022-004,2026-03-25,RPT022,Warning,75.0,No,190585,none
RUN-RPT022-005,2026-03-26,RPT022,Succeeded,63.5,Yes,769491,none
RUN-RPT022-006,2026-03-27,RPT022,Warning,76.4,No,721170,none
RUN-RPT022-007,2026-03-28,RPT022,Failed,52.0,No,543141,credential expiry
RUN-RPT022-008,2026-03-29,RPT022,Failed,36.7,No,348745,gateway timeout
RUN-RPT022-009,2026-03-30,RPT022,Succeeded,78.2,No,223307,none
RUN-RPT022-010,2026-03-31,RPT022,Warning,37.5,Yes,166829,none
RUN-RPT022-011,2026-04-01,RPT022,Succeeded,26.9,Yes,52851,none
RUN-RPT022-012,2026-04-02,RPT022,Succeeded,72.4,No,384163,none
RUN-RPT022-013,2026-04-03,RPT022,Failed,24.5,No,65649,schema drift
RUN-RPT022-014,2026-04-04,RPT022,Succeeded,47.0,Yes,835346,none
RUN-RPT022-015,2026-04-05,RPT022,Failed,17.3,No,424980,capacity queue
RUN-RPT022-016,2026-04-06,RPT022,Succeeded,47.1,Yes,886162,none
RUN-RPT022-017,2026-04-07,RPT022,Succeeded,50.1,Yes,253294,none
RUN-RPT022-018,2026-04-08,RPT022,Succeeded,84.3,No,135062,none
RUN-RPT022-019,2026-04-09,RPT022,Succeeded,91.6,No,343247,none
RUN-RPT022-020,2026-04-10,RPT022,Failed,49.2,No,520732,gateway timeout
RUN-RPT022-021,2026-04-11,RPT022,Failed,85.1,No,739933,gateway timeout
RUN-RPT022-022,2026-04-12,RPT022,Succeeded,80.1,No,574473,none
RUN-RPT022-023,2026-04-13,RPT022,Succeeded,43.5,Yes,734668,none
RUN-RPT022-024,2026-04-14,RPT022,Warning,25.8,Yes,834173,none
RUN-RPT022-025,2026-04-15,RPT022,Succeeded,52.9,Yes,461951,none
RUN-RPT022-026,2026-04-16,RPT022,Warning,25.3,Yes,464239,none
RUN-RPT022-027,2026-04-17,RPT022,Warning,44.0,Yes,515867,none
RUN-RPT022-028,2026-04-18,RPT022,Succeeded,94.6,No,609524,none
RUN-RPT022-029,2026-04-19,RPT022,Succeeded,76.3,No,322727,none
RUN-RPT022-030,2026-04-20,RPT022,Failed,8.3,No,799241,none
RUN-RPT022-031,2026-04-21,RPT022,Succeeded,46.4,Yes,388977,none
RUN-RPT022-032,2026-04-22,RPT022,Succeeded,33.5,Yes,362152,none
RUN-RPT022-033,2026-04-23,RPT022,Succeeded,77.9,No,45043,none
RUN-RPT022-034,2026-04-24,RPT022,Succeeded,87.3,No,572275,none
RUN-RPT022-035,2026-04-25,RPT022,Warning,26.4,Yes,546325,none
RUN-RPT022-036,2026-04-26,RPT022,Warning,39.3,Yes,677851,none
RUN-RPT022-037,2026-04-27,RPT022,Succeeded,53.8,Yes,320126,none
RUN-RPT022-038,2026-04-28,RPT022,Succeeded,9.4,Yes,107807,none
RUN-RPT022-039,2026-04-29,RPT022,Succeeded,76.7,No,626020,none
RUN-RPT022-040,2026-04-30,RPT022,Succeeded,43.3,Yes,566402,none
RUN-RPT022-041,2026-05-01,RPT022,Succeeded,45.2,Yes,108167,none
RUN-RPT022-042,2026-05-02,RPT022,Warning,39.9,Yes,475940,none
RUN-RPT022-043,2026-05-03,RPT022,Failed,64.4,No,35454,none
RUN-RPT022-044,2026-05-04,RPT022,Succeeded,65.7,Yes,65226,none
RUN-RPT022-045,2026-05-05,RPT022,Failed,83.8,No,345039,credential expiry
RUN-RPT022-046,2026-05-06,RPT022,Succeeded,11.0,Yes,154443,none
RUN-RPT022-047,2026-05-07,RPT022,Succeeded,10.0,Yes,700431,none
RUN-RPT022-048,2026-05-08,RPT022,Succeeded,60.8,Yes,672117,none
RUN-RPT022-049,2026-05-09,RPT022,Succeeded,46.0,Yes,793004,none
RUN-RPT022-050,2026-05-10,RPT022,Succeeded,85.9,No,728668,none
RUN-RPT022-051,2026-05-11,RPT022,Succeeded,65.0,Yes,607742,none
RUN-RPT022-052,2026-05-12,RPT022,Succeeded,33.5,Yes,931129,none
RUN-RPT022-053,2026-05-13,RPT022,Succeeded,39.6,Yes,526049,none
RUN-RPT022-054,2026-05-14,RPT022,Failed,71.5,No,265162,credential expiry
RUN-RPT022-055,2026-05-15,RPT022,Failed,74.4,No,329203,none
RUN-RPT022-056,2026-05-16,RPT022,Warning,30.7,Yes,438874,none
RUN-RPT022-057,2026-05-17,RPT022,Succeeded,66.4,Yes,825837,none
RUN-RPT022-058,2026-05-18,RPT022,Failed,11.0,No,392305,gateway timeout
RUN-RPT022-059,2026-05-19,RPT022,Succeeded,90.5,No,304497,none
RUN-RPT023-000,2026-03-21,RPT023,Warning,83.9,No,537899,none
RUN-RPT023-001,2026-03-22,RPT023,Succeeded,81.3,No,334241,none
RUN-RPT023-002,2026-03-23,RPT023,Failed,58.1,No,132808,none
RUN-RPT023-003,2026-03-24,RPT023,Warning,57.1,Yes,238994,none
RUN-RPT023-004,2026-03-25,RPT023,Failed,79.7,No,636645,capacity queue
RUN-RPT023-005,2026-03-26,RPT023,Warning,85.2,No,577209,none
RUN-RPT023-006,2026-03-27,RPT023,Succeeded,16.9,Yes,258986,none
RUN-RPT023-007,2026-03-28,RPT023,Warning,55.5,Yes,650016,none
RUN-RPT023-008,2026-03-29,RPT023,Failed,23.7,No,118590,credential expiry
RUN-RPT023-009,2026-03-30,RPT023,Failed,41.1,No,359327,credential expiry
RUN-RPT023-010,2026-03-31,RPT023,Succeeded,41.5,Yes,405650,none
RUN-RPT023-011,2026-04-01,RPT023,Succeeded,17.7,Yes,247675,none
RUN-RPT023-012,2026-04-02,RPT023,Warning,19.1,Yes,640333,none
RUN-RPT023-013,2026-04-03,RPT023,Succeeded,42.3,Yes,842843,none
RUN-RPT023-014,2026-04-04,RPT023,Succeeded,85.1,No,540370,none
RUN-RPT023-015,2026-04-05,RPT023,Succeeded,63.6,Yes,530001,none
RUN-RPT023-016,2026-04-06,RPT023,Succeeded,11.2,Yes,679515,none
RUN-RPT023-017,2026-04-07,RPT023,Warning,52.0,Yes,143549,none
RUN-RPT023-018,2026-04-08,RPT023,Succeeded,28.1,Yes,111901,none
RUN-RPT023-019,2026-04-09,RPT023,Succeeded,75.3,No,462912,none
RUN-RPT023-020,2026-04-10,RPT023,Failed,32.2,No,419242,source delay
RUN-RPT023-021,2026-04-11,RPT023,Succeeded,87.0,No,487549,none
RUN-RPT023-022,2026-04-12,RPT023,Failed,44.3,No,56683,credential expiry
RUN-RPT023-023,2026-04-13,RPT023,Succeeded,17.1,Yes,469034,none
RUN-RPT023-024,2026-04-14,RPT023,Succeeded,92.3,No,646721,none
RUN-RPT023-025,2026-04-15,RPT023,Succeeded,44.0,Yes,781783,none
RUN-RPT023-026,2026-04-16,RPT023,Succeeded,30.4,Yes,893795,none
RUN-RPT023-027,2026-04-17,RPT023,Warning,71.5,Yes,602795,none
RUN-RPT023-028,2026-04-18,RPT023,Failed,59.8,No,526670,schema drift
RUN-RPT023-029,2026-04-19,RPT023,Failed,60.5,No,867959,capacity queue
RUN-RPT023-030,2026-04-20,RPT023,Warning,46.6,Yes,359062,none
RUN-RPT023-031,2026-04-21,RPT023,Succeeded,35.2,Yes,874426,none
RUN-RPT023-032,2026-04-22,RPT023,Warning,44.3,Yes,312983,none
RUN-RPT023-033,2026-04-23,RPT023,Warning,18.5,Yes,292233,none
RUN-RPT023-034,2026-04-24,RPT023,Succeeded,85.7,No,853460,none
RUN-RPT023-035,2026-04-25,RPT023,Succeeded,68.4,Yes,387417,none
RUN-RPT023-036,2026-04-26,RPT023,Succeeded,21.5,Yes,376074,none
RUN-RPT023-037,2026-04-27,RPT023,Succeeded,56.5,Yes,874954,none
RUN-RPT023-038,2026-04-28,RPT023,Succeeded,70.6,Yes,235916,none
